Name,Height,Weight
Mohamed Konaté,190,80
William Tchuameni,189,78
Zakaria Sanogo,169,60
Valentin Cojocaru,196,89
Arnaut Groeneveld,187,78
João Basso,187,74
Javier Fernández,176,73
Thembela Sikhakhane,170,71
Alexandre Lavenant,185,77
Dmitriy Vorobyev,180,72
Vanderlei Dimao,179,72
Helder Cuinha,179,75
Madrigal,180,75
Dani Cárdenas,184,75
Gorka Alegría,182,75
Javi Díaz,185,75
Cristian Ramírez,184,73
Kaiser,180,70
Kadem Yaşar,188,83
Gökay Güney,180,72
Facundo Barceló,174,78
Gastón Gómez,189,88
Valerio Mantovani,180,70
Tiago André,175,72
Alessandro Confente,194,75
Fabio De Paoli,175,65
Daniel Garro,185,79
Abdoulaye Sissako,185,77
Jorge Alberto Durán,178,69
Alexis Mané,188,72
Dylan George,184,67
Bandar Al Mutairi,168,50
Nayef Essa Al Dhafeeri,181,69
Guram Adzhoev,185,80
Mounir Chouiar,175,68
Jorge Faúndez,178,70
Gabriele Rolando,177,71
Diego Ferraresso,171,71
Ricardo Peña,170,64
Emanuele Ndoj,178,70
Sergiy Pogorilyi,191,88
Sebastien Amoros,175,70
Reuven Niemeijer,176,70
Holly Tshimanga,173,73
Fabian Nuñez,171,70
Christian Vaquero,181,75
Yeerjieti Yeerzati,178,80
Giovanni Crociata,174,67
Bright Gyamfi,173,76
Hassan Jamal Al Habib,183,81
Josh Maja,180,67
Mohamed Haddachi,174,70
Trevor David,170,70
César Assia,178,72
Petar Zivkov,181,71
Daniele Cardelli,180,80
Przemysław Szarek,185,80
Arthur Yannick Gomis,180,76
Jakub Arak,182,72
Ruben de Jager,188,75
Amara Condé,173,67
Marius Funk,187,88
Bernard Tekpetey,172,69
Stephane Omeonga,177,72
Timo Hübers,190,82
Kristian Dirks Riis,189,84
Joaquin Aros,179,71
Sebastian Diaz,175,78
Jaime Soto,168,67
Ivo Chaves,175,72
Yusuf Fırat Kaplan,175,69
Ahmet Bahçıvan,180,78
Shaun Pearson,183,78
Obed Malolo,173,68
Sergey Podoksenov,166,62
Georgi Kostadinov,184,74
Sergi Álamo,190,80
Keanu Staude,176,70
José Valdez,174,76
Fabio Della Giovanna,185,75
Issam Ben Khemis,175,72
Bradley Mazikou,172,66
Doğukan Sinik,175,66
Rodrigo Córdoba,176,72
Wilson Sosán,180,71
Nazario Chalves,187,79
Tomás Sandoval,185,71
Namakoro Diallo,177,66
Alexandre Leroyer,174,72
Simone Palombi,182,75
Aaron Dhondt,176,67
Ben Brereton,183,75
Jeff Callebaut,171,73
Jean-Yves Tabla,175,70
Thomas Oude Kotte,184,80
Luca Germoni,175,65
Aïssa Bilal Laïdouni,182,73
Jaume Valens,187,80
Ricky Alonso,186,79
Anton Nedyalkov,180,75
Joël Abu Hanna,184,78
Vincent Dorel,185,82
Luis Sinisterra,172,60
Robin Le Normand,186,80
Erik Næsbak Brenden,175,70
Hong Joon Ho,190,77
Jeong Dong Yun,174,62
Shannon Gomez,170,64
Thomas Kok,184,70
Xaver Schlager,174,73
Tsuyoshi Shimamura,183,76
Ko Itakura,186,75
Ricardo Kieboom,187,83
Federico Costa,188,86
Mathias Pereira Lage,180,67
Franco Troyansky,178,77
Daniel Cleary,183,72
Corral,180,70
Sullivan Martinet,174,69
Lucas Piergiacomi,174,74
Masato Kurogi,180,72
Masaru Matsuhashi,173,69
Yu Tamura,185,88
Shunsuke Tsutsumi,179,75
Masashi Kamekawa,177,68
Yuki Saneto,179,73
Keijiro Ogawa,170,65
Luciano Gómez,163,66
Hayao Kawabe,178,70
Gianfranco Ferrero,176,72
Bautista Cascini,171,68
Milton Valenzuela,168,64
Emiliano Franco,182,74
Takuya Marutani,179,72
Kyohei Yoshino,182,75
Tomoki Imai,178,78
Fumiya Hayakawa,170,70
Koji Inada,187,82
Ryuji Izumi,173,72
Ramiro Garay,180,70
Florian Escales,182,78
Robbert de Vos,182,73
Joe Caletti,162,65
Axel Kacou,192,81
Moses Ogbu,185,77
Eric Oelschlägel,193,87
Daniel James,180,76
Conor Masterson,189,72
Stian Michalsen,178,78
Mathias Bringaker,174,74
Hadji Barry,180,73
Cole Seiler,185,82
Ezequiel Palomeque,193,83
Femi Hollinger-Janzen,183,79
Brendan Hines-Ike,185,77
Woo Chan Yang,181,66
George Miller,178,64
Brandon Allen,185,86
Hüseyin Yılmaz,187,82
Jesper Karlsson,171,70
Nico Karger,183,79
Tim Blättler,180,80
Quentin Braat,193,85
Juan David Jiménez,176,72
Martin Ramsland,183,80
Ruon Tongyik,190,83
James Aguirre,180,70
Antony Evans,170,68
Nicolás Andereggen,175,71
Exequiel Palacios,175,70
Thomas Biancardini,177,72
Marcus Browne,179,74
Joe Ward,173,64
Dylan Fox,186,80
Gonzalo Montiel,175,70
Juan Manuel Álvarez,178,68
Ramiro Macagno,185,77
Fabián Henríquez,185,74
Brahim Konaté,180,66
Charles Traoré,180,74
Blagoy Makendzhiev,184,76
Amir Natcho,182,75
Michael Brandner,175,69
Serrano,180,75
Alexandr Filin,179,71
Brandon Wilson,185,80
Jack Simpson,178,83
Samuele Perisan,192,83
Marijn de Kler,165,73
Ángelo Araos,174,63
Sander van Looy,194,77
Darren Oldaker,176,78
Carlo Pelagatti,182,77
Nathaël Julan,196,83
Túlio Nevinha,188,80
Neviano Neves,188,79
Jadsinho Mei,175,72
Caio Chissano,184,78
Adrizinho Bastos,178,72
Alan Acosta,173,73
Felix Schröter,177,68
Ramón Sáez,175,71
Eduardo Navarrete,171,69
Djair Parfitt-Williams,168,64
Sebastian Stolze,182,70
Andy Faustin,182,73
Nico Antonitsch,185,81
Mikkel Hedegaard,184,74
Djibril Sow,184,77
Emiliano Ozuna,172,76
Célestin Djim,179,77
Matheus Silva,188,90
Jules Van Cleemput,182,75
George Mells,178,75
Gianluca Mancini,190,77
Osvaldo Arroyo,166,65
Abel Peralta,175,75
Mike-Steven Bähre,177,70
Andrea Nalini,180,72
Christopher Lina,180,78
Jair Mosquera,185,90
Antonee Robinson,181,64
Oscar Linnér,198,82
Dominik Widemann,179,70
Paolo Bartolomei,183,76
Julen Etxabeguren,189,83
Ken Gipson,178,69
Théo Guivarch,195,81
Florian Templ,186,78
Mike Hauptmeijer,193,74
Bobby Allain,185,75
Patrice Dimitriou,176,74
Florent Perradin,179,79
Mickaël Scannella,180,76
Giuseppe Panico,178,75
Benedikt Gimber,185,83
Daouda Bassock,167,72
Eirik Wichne,175,70
Matías Vargas,168,66
Tyler Roberts,180,75
Marcin Listkowski,178,68
Corentin Jacob,188,79
José Luis Díaz,180,76
Kevin O'Connor,180,75
Dimitry Bertaud,180,80
Sergio Rodríguez,187,74
Peter Wilson,182,74
Connor Ronan,170,63
Eddy Lecygne,181,67
Dan Agyei,183,77
Antonino La Gumina,184,72
Macaulay Gillesphey,180,70
Valeriy Alshanskiy,180,76
Lachlan Jackson,194,83
Keegan Pereira,175,70
Pritam Kotal,179,74
Álvaro Angulo,173,68
Sherko Kareem Gubari,177,67
Vladislav Suslov,189,75
Marcus Thuram,189,79
Juan Silva,178,70
Shayon Harrison,183,68
Fredrik Krogstad,181,80
Kyle Walker-Peters,174,64
Ezequiel Bonacorso,174,70
Alejandro Peláez,188,85
Matteo Gasperi,184,75
Jang Dae Hee,188,77
Carlos Rosel,167,68
Gosay Saad Al Shelali,180,80
Cristian Guanca,177,78
Kim Seon Woo,174,62
Ibrahim Al Talhi,164,53
Ezri Konsa,183,77
Tomáš Vestenický,175,74
Fahad Ibrahim Bin Munyif,180,68
David Contreras,172,62
Dylan Mboumbouni,182,75
Ridwan Gyselinck,184,72
Juan José Calero,185,80
Callum Roberts,173,65
Gil Alcalá,179,73
Alex Zendejas,169,65
Leandro De Bórtoli,184,83
Germán Caffa,190,84
Abdulelah Saleh Al Amer,180,69
Ain Acosta Luna,190,77
Nick Cowburn,183,75
Carlos Alves,187,80
Anton Lazutkin,177,66
Colm Horgan,174,72
Marko Kvasina,194,85
Gianfranco Gazzaniga,188,85
David Gil,183,82
Marcos Ledesma,188,70
Rayan Raveloson,182,73
Andrés del Olmo,180,75
Herman Hallberg,180,71
Ben Swanson,168,59
Mauricio Aquino,188,79
Chris Willock,178,67
Alpay Koçaklı,180,75
Théo Valls,180,75
Marco Bustos,168,68
Charlie Colkett,176,65
Nicolás Contin,181,88
Giovanni Sbrissa,185,76
Rees Greenwood,173,68
Maxime Do Couto Teixeira,172,62
Egzon Binaku,182,74
Matías,173,74
Gurpreet Singh Sandhu,194,90
Ahmad Al Hbeab,186,84
Roland Baas,174,69
Nathan Dekoké,180,73
Muteb Sharahili,195,92
Zak Vyner,178,68
Brandur Hendriksson,174,73
Craig Wighton,185,72
Kamil Wojtkowski,173,66
Maurice Multhaup,173,74
Coy Craft,188,79
Jeppe Simonsen,184,74
Mitchell Lund,185,75
Stefan Aškovski,179,63
Gabriel Alanís,186,73
Tennai Watson,183,73
Santiago Altamira,183,79
Nigel Atangana,187,72
Jérémie Porsan-Clemente,178,67
Aaron Nemane,170,62
Lotem Zino,183,76
Ali Yasar,180,70
Luka Zarandia,178,74
Sandesh Jhingan,188,74
Daniel Steininger,187,79
Stephen Dooley,180,80
Craig MacGillivray,188,78
Tim Rieder,186,77
Saleh Al Jaman,173,70
Benjaloud Youssouf,176,71
Alex Fisher,191,80
Akim Zedadka,173,72
Will Norris,191,76
Josh Coulson,191,75
Faruk Çakır,190,80
Mauro Coppolaro,189,88
Liam Smith,177,68
Tom Davies,185,70
Cristopher Ross,180,70
Jack Rose,191,87
Lefteris Choutesiotis,184,74
Nicolò Fazzi,183,74
Liam Kinsella,175,75
Eric Smith,191,81
Jonas Bager,181,78
Youssouf Koné,174,71
Hansel Zapata,182,77
Jairo Molina,183,78
Lucas Carrizo,180,70
Petar Golubović,179,73
Emmanuel Besea,180,75
Yu Cheong Yun,184,76
Carlos Mosquera,174,72
Ronald Mukiibi,188,80
Wilfrido de la Rosa,166,64
Samuel Mensiro,175,74
Jorge Araya,176,67
Eoghan O'Connell,185,80
Harry Kyprianou,182,69
Asger Sørensen,191,79
Garrido,180,75
Osarenren Okungbowa,187,76
Zlatan Krizanović,191,79
Anthony Mandrea,186,78
Juan José Narváez,180,76
Harry Wilson,170,70
Hamish Watson,182,90
Nick Borgman,183,80
Filippo Costa,175,70
Mansour Ibrahim Hamzi,168,60
Sammie Szmodics,167,64
Harrison McGahey,187,85
Mohammed Al Wakid,182,82
Michael Duckworth,178,75
Berk İsmail Ünsal,190,81
Filippo Lora,175,73
Kamil Dankowski,177,67
Alhaji Gero,189,80
Ryan Fulton,191,89
Ousman Mannéh,189,79
Ryan Bird,193,79
Yuzo Kurihara,184,80
Samy Bourard,175,64
Galván,190,76
Max Müller,190,88
Mariano Almandoz,177,72
Bradley Fewster,178,70
Courtney Duffus,188,76
Najib Gandi,188,71
Juwon Oshaniwa,184,75
Alex Bray,178,66
Liam Shephard,178,67
Michael Neill,176,72
Joni Kauko,187,84
Marc Klok,176,72
Wálter Veizaga,179,72
Luke O'Nien,174,74
Jonas Thorsen,185,77
Vyacheslav Zinkov,186,74
Filip Sachpekidis,180,76
Chris Philipps,182,80
Gonzalo Yordan,185,81
Jimmy Cisterna,163,59
Ángel Muñoz,174,66
Álex Portillo,180,72
Scott Tanser,182,65
Jake Hessenthaler,176,64
Ariel Martínez,176,69
Abdullah Al Arraf,184,75
Abdullah Madu,185,77
Marcin Flis,185,75
Thomas Lehne Olsen,187,78
Sean Goss,178,71
Joe Rothwell,185,77
Donald Love,178,72
Jesse Starkey,176,71
Macauley Bonne,180,76
Maxime Crépeau,181,90
Stéphan Raheriharimanana,168,64
Brad Walker,186,80
Niclas Vemmelund,186,86
Im Seong Teak,178,72
Ibrahima Diédhiou,190,75
Ntuthuko Radebe,165,61
Jeong Jae Yong,188,78
Ahmed Mohammed Krenshi,172,72
Giorgio Rasulo,177,77
Jordan Jones,174,61
Diego De Girolamo,178,70
Murad Al Rashdi,172,74
Kim Young Chan,189,80
Hendrik Hansen,195,85
Dylan Connolly,176,69
Haris Tabakovic,194,90
Sean Hoare,189,75
Dominic Gape,180,70
Patryk Stępiński,176,70
Nicola Lancini,177,71
Jack Whatmough,184,66
Marcus Fraser,182,70
Enock Kwakwa,169,61
Tony Dingwall,180,69
Hadi Yahya,180,74
Abdullah Al Dawsari,180,83
Dramane Konate,184,74
Dennis Olsson,182,73
Mohammed Salem,178,82
Basim Al Baqi,188,84
Andreas Hirzel,190,89
Vitaliy Gudiev,192,76
Craig Roddan,175,72
Maher Othman,180,73
Pablo González,174,70
Elliot Lee,180,72
Jacob Pepper,180,72
Yahya Kaabi,173,62
Gabriel Lüchinger,172,68
Ibrahim Zaid,190,87
Youssouf M'Changama,173,70
Mitchell Rose,176,78
Garry Buckley,185,75
David Henen,185,75
Mathias Dyngeland,184,76
Martin Harrer,184,76
John Mountney,184,73
Gavan Holohan,180,75
Timothée Dieng,189,79
Luca Crescenzi,188,80
Charles Dunne,186,74
Steven Hewitt,175,67
Johnny Goddard,175,70
Aaron Phillips,171,70
Adi Yussuf,185,76
Sillero,182,77
Paddy Barrett,181,71
Nicolaj Ritter,180,70
Bror Blume,177,73
Sacha Petshi,193,80
Barry McNamee,173,69
Anton Forrester,183,76
Matthew Dolan,175,70
Anıl Koç,178,67
Nana Welbeck,179,71
Yann Songo'o,185,77
Yang Han Been,194,85
Yoon Dong Min,176,72
Shkodran Maholli,187,85
Chris Kettings,193,79
Steven Beattie,178,70
Jordan Slew,191,81
Akwasi Asante,183,83
Nikola Jakimovski,187,77
Aykut Özer,189,80
Ben Heneghan,191,79
Lee Lucas,178,73
Christopher Routis,186,84
Harry Pell,193,85
Richárd Magyar,191,84
Zaurbek Pliev,182,70
Sean Houston,191,83
Ciaran Kilduff,193,81
Ryan Brennan,180,72
Tom Miller,176,72
Raphael Spiegel,196,88
David Oberhauser,187,82
Ryan Bowman,188,76
Josh Parker,180,76
Mathias Wichmann,183,82
Mansour Yahya Al Najei,176,73
Nicolas Gétaz,182,75
Thomas Konrad,186,80
Josh Payne,183,74
Yoshizumi Ogawa,173,67
Takuya Nozawa,176,70
David Cornell,188,79
Dejan Sorgić,177,70
Mark Byrne,175,70
Jamie Devitt,178,66
Lewis Young,175,61
Tommi Vaiho,189,89
Billy Bingham,180,71
Łukasz Tymiński,173,67
Labinot Haliti,184,74
Gerard Doherty,188,82
Carl Magnay,183,76
Jason Hoffman,189,75
Adam Yates,178,75
Andrew Redmayne,194,83
Diego Mejía,177,76
Erik Dahlin,186,83
Ger O'Brien,179,73
Derek Foran,186,77
Alexandre Bouchard,182,84
Romain Armand,182,73
Tando Velaphi,187,78
Ryan Griffiths,177,76
Sho Ito,184,76
Davide Raffaello,182,75
Sean Rigg,175,77
Tibor Joza,173,73
Luke Joyce,180,76
Paul Bignot,185,78
Nicky Deverdics,180,78
Fulvio Sulmoni,181,71
Craig Reid,178,75
Billy Dennehy,173,74
Eddie Nolan,185,77
Gavin Peers,180,79
Przemysław Pitry,186,81
Steven Schumacher,183,73
Patrik Haginge,183,75
Zesh Rehman,189,82
Danny Pugh,183,76
Garry Thompson,178,76
Dmitriy Kudryashov,187,85
Ivan Ershov,172,70
Manolo Martínez,183,82
Richard Duffy,181,65
Peter Cherrie,188,76
Markus Böcskör,184,82
Arron Davies,175,70
Aurélien Faivre,180,72
Scott Shearer,191,89
Paul Rachubka,185,85
Matt Bloomfield,173,73
Dannie Bulman,175,75
Steve Mildenhall,193,89
Mike Edwards,185,86
Christoffer Andersson,173,72
Johan Brunell,188,81
Hikmet Ciftci,176,73
Gabriel Carrasco,175,74
Frank Sturing,181,76
Park Dae Han,183,77
Konstantin Kuchaev,178,72
Joshua Smith,193,79
Mark Karymov,189,81
Andrey Ogarev,175,72
Alexandr Naumenko,180,70
Brian Álvarez,171,68
Rodrigo Schlegel,182,82
Elguja Lobjanidze,193,82
Ricardo Marín,181,72
Gabriel Matei,176,72
Viktor Patrashko,185,68
Murat Sevimler,182,69
Randal Kolo-Muani,187,73
Brayner De Alba,168,65
Dennis Hettinga,180,75
Agim Zeka,182,72
Lukas Gerlspeck,186,78
Matthias Solerio,180,70
Kristoffer Zachariassen,180,74
Dan Pybus,179,67
Nouhou Tolo,178,79
Andrey Zorin,175,60
Ogo Obi,182,70
Haruya Ide,171,66
Vasilije Janjicic,180,82
Mujahid Al Mania,185,69
Yusuke Segawa,170,67
Seyi Adekoya,180,77
Brian Nana-Sinkam,183,82
Jorge Betancur,188,80
Alvaro Rodríguez,174,67
Babacar Diallo,193,85
Sergio Camargo,168,74
Sean Longstaff,181,73
Moussa Wagué,177,70
Ludvig Fritzson,184,77
Kortne Ford,188,84
Saramys Rodríguez,182,72
Sotiris Pispas,177,71
Paschalis Staikos,178,75
Franck Boya,193,78
Vyacheslav Tankovskyi,168,64
Guido Villar,185,78
Atakan Akkaynak,180,73
Spencer Richey,185,88
Jordan Torunarigha,189,77
Johnny Buduson,186,80
Artem Galadzhan,180,71
Matías Moya,167,63
Juan Miguel Blanco-Lopez,186,75
Antonini Lui,192,80
Anton Makurin,182,77
Luis Amador,173,71
Francisco Leonardo,174,74
Facundo Medina,179,75
Ao Tanaka,171,69
Nicolás Zalazar,184,80
Sebastian Pasquali,176,70
Mohamed Sanhaji,178,67
Furkan Şimşek,185,75
Berke Yılmaz,175,70
Justin Möbius,179,69
Ishan Pandita,183,73
Barnabás Varga,178,74
Felix Götze,185,78
Souleyman Doumbia,175,68
Diego Sosa,175,70
Fabian Gmeiner,181,75
Tomás Baroni,183,72
Lourival Rodeiro,181,73
Ailton Gesser,172,67
Ben Hinchliffe,178,74
Moussa Traoré,184,72
Brett Levis,173,70
Tomás Spinelli,170,62
Norberto Briasco,179,73
Iván Gómez,165,63
Sebastian Szymański,174,58
Adam Parkhouse,180,70
Agustín Araujo,160,59
Matías Zaracho,172,64
Saho Mutlaq Al Mutairi,188,62
Mahmoud Eid,183,82
David Iduitua,176,74
Marin Šverko,187,81
Nils Rütten,182,75
Alexis Sosa,177,76
Mikhail Borodko,188,81
Tim Riksman,186,71
Lorenzo Del Pinto,180,78
Alfredo Bifulco,173,65
Chovanie Amatkarijo,175,64
Niek Hoogveld,185,75
Dogucan Haspolat,173,66
Yehvann Diouf,187,75
Andreas Makris,171,68
Yoann Salmier,188,85
Erick Sánchez,167,60
Daniel Parra,175,66
Roberto Romero,170,66
Oliver Rathbone,176,76
Ohoulo Framelin,190,84
Stefan Mladenovic,177,65
Edson Torres,165,55
Serghino Sanches,186,76
Gianni Cassaró,180,75
Luka Bogdan,195,76
Justin Shaibu,181,70
David Ijaha,188,88
Marco Jaime,184,83
Jan Bekkema,188,78
Jair Oosterlen,180,75
Jerdy Schouten,185,70
Ba-Muaka Simakala,180,76
Ivan Vujica,172,70
Adrián Domínguez,178,69
Seifedin Chabbi,189,73
Kahraman Demirtaş,184,75
Max Besuschkow,187,74
Tardelis Peña,185,96
Robin Ziegele,186,81
Dino Agote,166,67
Valentin Rosier,175,70
Michael Huber,187,85
Raphaël Adicéam,179,72
Bradley Ralani,170,57
Andreas Larsen,186,76
Nicklas Dannevang,195,78
Victorio Ramis,180,77
Joshua Bitter,186,80
David Choinière,170,68
Markus Uusitalo,189,89
Ollie Harfield,178,78
Atakan Cangöz,175,75
Georgiy Makhatadze,180,69
Alimami Gory,182,72
Alex Azevedo,178,72
Aaron Mattia Tabacchi,178,65
Ionuţ Andrei Radu,188,78
Abdoulaye Sanogo,168,62
Éder Aldralho,183,79
Déner Santoso,173,67
Alvin Meldeiros,179,69
Jérôme Deom,170,60
David Kasumu,180,70
Connor Furlong,170,65
Aaron Ramsdale,188,77
Maximiliano Velazco,186,81
Youssouf Ndiaye,189,77
Julián Chicco,184,79
Ronan Hale,176,70
Anderson Lucoqui,180,72
Aaron Lewis,183,85
Alexandr Maksimenko,187,80
David Okereke,182,75
Lucas Di Yorio,190,75
Samba Camara,190,85
Juan Carabalí,190,81
Jorge Sánchez,175,66
Jeppe Arctander Moe,175,70
Yun Tae Soo,178,70
Rodrigo De Ciancio,175,71
Graham Kelly,183,76
Lee Min Gi,177,66
Jin Hanato,178,66
Yoshihito Fujita,185,75
Aitor Pascual,178,62
Juan Andrada,183,77
Cui Min,182,78
Takahiro Kunimoto,173,74
Takuma Tsuda,179,71
Hideomi Yamamoto,175,69
Hirotaka Tameda,175,66
Gao Zhunyi,186,70
Oleg Mishchenko,180,72
Juan Pablo Noce,185,80
Nicolás Talpone,165,63
Ikki Arai,185,75
Jay Dasilva,170,64
Kei Ikeda,178,72
Abdulkarim Al Qahtani,171,65
Hiroto Goya,177,68
Jiro Kamata,179,74
Ibrahim Shuaibu,177,77
Favio Durán,178,75
Nicolás Ciribe,189,76
Elias Cobbaut,188,78
Stiven Quiñones,173,65
Kentaro Seki,178,76
Kevyn Montaño,176,72
Robin Tranberg,187,85
Sébastien Salles-Lamonge,170,67
Jens Kristian Skogmo,178,78
Chi Wenyi,183,70
Justin Bilyeu,188,79
Drew Conner,180,75
Nico Rinderknecht,185,75
Jake Wright,183,68
Kevin Vásquez,170,68
Sebastián Duque,183,78
Germán Gaitán,165,62
Anthony Lamonge,184,80
Luke Dreher,183,76
Josh Barrett,181,71
Bikash Jairu,163,65
Lars Christian Kjemhus,180,72
Jesper Svensson,184,75
Monday Samuel,174,69
Abdulwahab Jafar,165,60
Josh Dasilva,180,75
Grady Diangana,181,73
Andrea Gambetta,184,79
Erwin Saavedra,173,66
Numan Bostan,184,70
Niklas Dorsch,175,72
Giovanni Asken,176,71
Romain Montiel,186,80
Luthando Sixhaso,192,82
Domen Crnigoj,185,80
Marlinho,164,58
Alexandre Olliero,193,85
Joe Maguire,179,70
Paolo Ghiglione,187,80
Alexis Peña,187,72
José Machín,184,75
Tinotenda Kadewere,183,72
Abdulelah Al Malki,176,69
Onyekachi Hope Ugwuadu,182,75
Botti Biabi,188,76
Matteo Grandi,189,75
Kubilay Akyüz,175,75
Florian Kohls,173,69
Dinei Peixo,178,75
Calegarcinho,180,76
Mauri Borgho,181,72
Nilson Alfarinho,190,78
James Brophy,180,68
Juan Contreras,177,73
Jack Harper,185,75
Axel Disasi,190,86
Emmanuel Osadebe,188,71
Fredrik Andersson,196,91
Dominic Kurasik,188,83
Liam Edwards,190,80
Tsiy-William Ndenge,188,81
Will Patching,185,70
Jonathan Lewis,171,68
Jonathan Burn,184,73
Enis Bunjaki,178,74
Rick Wulle,188,82
Julius Ertlthaler,169,62
Lukas Klünter,184,73
Finn Porath,179,68
Dave Gnaase,179,76
Gökhan Gül,180,75
Tugay Kaçar,188,82
Frank Mulhern,175,70
Ahmet Özden,188,80
Rai Simons,185,72
Senne Van Dooren,182,72
Owain Jones,181,72
João De Oliveira,177,69
Jeando Fuchs,175,70
Hassen Essa Jaaferi,178,68
Cian Harries,183,77
Sofiane Daham,180,70
Andreas Hanche-Olsen,180,70
Patrick Pentz,183,78
Yanis Hamzaoui,180,73
Kyle McFarlane,180,74
Artur Farion,185,79
Evgeniy Ezhov,178,73
Jostein Gundersen,186,82
Jackichand Singh,170,72
Evgeniy Goshev,197,85
Marvin Mehlem,174,68
Samer Salem,176,68
Marko Dugandžić,188,80
Fabio Álvarez,184,70
Adam Andersson,178,68
Jacob Bruun Larsen,178,72
Alibek Aliev,189,83
Jordan Flores,180,67
Santiago Magallán,185,78
Alphousseyni Sané,174,68
Sebastian Ring,178,74
Bilal Sezer,178,74
Jorge Lagües,172,65
Diego Martínez,180,74
Prosper Kasim,175,70
John Requejo,178,77
Patrick Doody,183,82
Franco Quiroga,176,72
Fahad Khaled Al Sagri,172,70
Dion Kelly-Evans,170,79
Marvin Gakpa,182,66
Agustín Fontana,176,72
Jin YangYang,184,70
Nader Salem Al Muwallad,174,74
Tom King,186,80
Kane Vincent-Young,180,70
Ben Kennedy,178,70
Nikolay Stankevich,170,63
Andrey Sidenko,177,71
Sverre Bjørkkjær,170,60
Connal Trueman,186,75
Niall Maher,183,71
Mathias Rasmussen,170,65
Ulrich N'Nomo,178,70
Harry Anderson,168,62
Marco Pinato,178,75
Julian Günther-Schmidt,183,80
Ben Whiteman,185,68
Sinan Eryüksel,171,63
Zhang Xiaobin,188,72
Jordan Lyden,178,70
Alex O'Hanlon,173,68
Christian Derflinger,173,58
Christian Ortag,191,82
Eamonn Brophy,174,68
Jacob Hjelte,188,92
Lucas Cueto,171,64
Calum Dyson,187,73
Josh Vickers,183,72
Salman Ahmed Hazazi,175,70
Jordan Williams,188,68
David Tutonda,180,70
Wes Atkinson,176,70
Piotr Johansson,185,80
Tom Pett,173,70
Damian Szymański,181,70
Marlon Torres,182,75
Smail Prevljak,186,75
John-Patrick Strauß,175,67
Sergiusz Prusak,193,93
Claudio Villagra,167,66
Eirik Haugan,180,70
Omar Sowunmi,199,93
Andrea Paroni,185,76
Marek Rodák,195,85
Michael Zant,195,91
Mohammad Baghdadi,179,74
Lee Sang Wook,190,89
Alexander Achinioti-Jönsson,180,70
Christian Rubio Sivodedov,177,72
Otis Khan,175,71
Connor Ogilvie,184,82
Luis Chávez,179,73
Chen Zhongliu,184,73
Mathias Berg Gjerstrøm,182,78
George Fochive,175,78
Raul Mendiola,173,68
Tino Casali,191,80
Musa Araz,173,69
Rhys Turner,180,75
Roberto Sandez,182,74
Juan Patiño,190,80
Jaushua Sotirio,175,71
Jack Stacey,178,62
Martin Molini,183,72
Jack Bridge,178,73
Johannes Vall,183,82
Otto Martler,190,82
Michał Walski,177,68
Ransford Selasi,177,60
Jordano Cisterna,183,78
Lucas Acosta,187,84
Bartłomiej Smuczyński,175,69
Pietro Ceccaroni,188,76
Ollie Palmer,196,92
Sebastián Olivares,180,82
Dante Martínez,172,71
Charlie Horton,193,77
Zeiko Lewis,168,66
Martin Smith,178,70
Will Aimson,179,70
Ryan Hedges,185,65
Jerome Sinclair,181,75
Alain Estrada,180,75
Amir Falahen,190,81
Charlee Adams,182,78
Arif Ekin,176,69
George Honeyman,173,72
Kristoffer Pallesen,175,72
Fernando Coniglio,184,84
Manuel Briones,172,67
Liam Donnelly,179,71
Luca Forte,175,64
Sandro Tsveiba,183,72
Jordan McGhee,185,70
Diego Orellana,162,65
Cristián Guerra,183,83
Henry Sanhueza,179,73
Juan Suescún,175,74
Sergey Bozhin,180,70
Jens-Martin Gammelby,193,80
Vitalijs Maksimenko,186,76
Ulrik Yttergård Jenssen,186,70
Kearyn Baccus,180,75
Billy Waters,173,73
Luke Hendrie,178,72
Marco Bürki,184,80
Jamal Lowe,183,75
Tommy O'Sullivan,176,71
Khalid Kadyrov,164,56
Abdullah Al Fahad,177,69
Mattijs Branderhorst,192,87
Abdullah Al Saleh,180,78
Maan Al Khudari,175,63
Junior Morias,179,88
Salman Al Sbeani,169,65
Rubayyi Al Moosa,179,73
Raheem Hanley,173,69
Drey Wright,175,69
Saeed Al Dosari,178,60
Aaron Williams,180,79
Daniel Rogers,185,77
Jérémy Manière,183,75
Adebayo Azeez,183,80
Jibril Bojang,183,73
Brad Potts,188,81
JJ Hooper,185,83
Jack Barthram,173,75
Isaac Vassell,175,71
Lee Kwang Jin,179,66
Joe Davis,183,67
Paul Izzo,184,81
Aliu Djaló,169,66
Ioannis Gelios,190,76
Smajl Suljevic,188,86
Edson Seidou,183,82
Sam Kelly,183,78
George Ray,193,71
Eirik Bergum Skaasheim,183,77
Jesse Makarounas,179,74
Conor McCormack,176,67
Rasmus Sjöstedt,182,75
Mikkel Vestergaard,186,75
Konrad Forenc,191,86
Bartosz Kaniecki,194,90
Jimmy Keohane,180,72
Ryan Watson,185,73
Hallam Hope,179,76
Rod McDonald,191,82
Rafael Ramírez,180,76
Kelvin Mellor,188,75
Numa Lavanchy,174,65
Mauro Vilhete,174,74
Piotr Wlazło,184,80
Stephen Folan,185,76
